name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Houston,TX",2007-12-31,73.3,40.8,56.3,73.3,40.8,56.3,40.8,61.5,0,0,0,,0,0,,17.9,305.5,1019.1,21.3,8.2,,,,,2007-12-31T07:16:37,2007-12-31T17:32:21,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-01,56.7,42.9,49.8,56.7,37.5,46.8,16.8,27.8,0,0,0,,0,0,31.3,18,0.5,1036.4,21.8,9.9,,,,,2008-01-01T07:16:53,2008-01-01T17:33:02,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-02,49.6,34.9,40.9,44.4,26.8,35.1,16.2,37.6,0,0,0,,0,0,,17.5,350.7,1043.9,20.5,9.9,,,,,2008-01-02T07:17:07,2008-01-02T17:33:45,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-03,46.9,30.1,38.2,42.2,25.3,33.4,24.1,57.5,0,0,0,,0,0,,11.5,93.6,1040.1,43.2,9.9,,,,,2008-01-03T07:17:20,2008-01-03T17:34:28,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-04,63.7,37.5,52.2,63.7,34.2,50.4,46.3,80.4,0,0,0,,0,0,32.2,15.2,111,1029.1,84.9,9,,,,,2008-01-04T07:17:31,2008-01-04T17:35:13,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-05,74.7,57.1,65.8,74.7,57.1,65.8,60,82.5,0.047,100,29.17,rain,0,0,,14.8,177.4,1020.7,76.6,8.3,,,,,2008-01-05T07:17:41,2008-01-05T17:35:58,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-06,78.6,63.4,69.5,78.6,63.4,69.5,62.7,80.7,0.002,100,4.17,rain,0,0,30,17.1,168.4,1017.8,75.9,7.8,,,,,2008-01-06T07:17:49,2008-01-06T17:36:43,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-07,77.8,69.5,72.4,77.8,69.5,72.4,65.6,79.5,0.002,100,4.17,rain,0,0,33.3,20.6,162,1015.5,98.6,9.7,,,,,2008-01-07T07:17:55,2008-01-07T17:37:30,0.98,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-08,76.2,56.9,69.1,76.2,56.9,69.1,58,69.5,0.042,100,20.83,rain,0,0,32.2,15.6,173.7,1016.4,91.7,9.8,,,,,2008-01-08T07:18:00,2008-01-08T17:38:17,0,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-09,68.1,48.1,57.9,68.1,45.2,57.6,43.1,59,0,0,0,,0,0,,14.7,47.3,1018,51.7,9.6,,,,,2008-01-09T07:18:03,2008-01-09T17:39:05,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-10,72.4,50.9,63.7,72.4,50.9,63.7,47.9,63.9,0.008,100,8.33,rain,0,0,,16,307.2,1012.7,66.1,6.1,,,,,2008-01-10T07:18:04,2008-01-10T17:39:53,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-11,64.9,41,52,64.9,41,51.9,32.8,52.2,0,0,0,,0,0,46.1,8.5,114.3,1014.9,12.7,9.9,,,,,2008-01-11T07:18:04,2008-01-11T17:40:42,0.12,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-12,72.5,42.1,56.2,72.5,42.1,56.2,42.5,63.1,0.072,100,12.5,rain,0,0,31.1,15.7,247.7,1014,28.2,9.8,,,,,2008-01-12T07:18:02,2008-01-12T17:41:31,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-13,64.7,46.4,53.5,64.7,41.2,52,36.8,56,0,0,0,,0,0,,12.8,12.8,1022.2,26.7,9.9,,,,,2008-01-13T07:17:58,2008-01-13T17:42:21,0.19,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-14,62.9,38.5,51.5,62.9,38.5,51.4,33.6,54.9,0,0,0,,0,0,,10.6,79.5,1027.2,44.7,9.8,,,,,2008-01-14T07:17:53,2008-01-14T17:43:11,0.22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-15,59.5,48,52.3,59.5,44.2,51.7,41.8,68.9,0.506,100,37.5,rain,0,0,,9.4,75.3,1022.5,92.4,9,,,,,2008-01-15T07:17:46,2008-01-15T17:44:02,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-16,55.3,47.6,51.5,55.3,43,49.8,47.9,87.5,1.399,100,41.67,rain,0,0,,12.5,56.3,1014.1,97.2,6,,,,,2008-01-16T07:17:38,2008-01-16T17:44:53,0.29,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-17,52.7,45.5,49.4,52.7,40.4,47.3,38.4,67.1,0.002,100,4.17,rain,0,0,,12.9,346.3,1019.4,93.5,8.5,,,,,2008-01-17T07:17:28,2008-01-17T17:45:44,0.33,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-18,47,40.8,43.7,42.8,32.7,37.6,36.4,76.1,0.701,100,70.83,rain,0,0,30,16.7,28.6,1019.9,99.8,8.3,,,,,2008-01-18T07:17:16,2008-01-18T17:46:36,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-19,53,38.8,44.2,53,31,38.9,32.6,66.4,1.033,100,33.33,rain,0,0,34.4,18.9,359.4,1025.5,41,8.9,,,,,2008-01-19T07:17:02,2008-01-19T17:47:27,0.4,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-20,51.7,31.8,42.3,51.7,27.9,39.3,29.8,62.8,0,0,0,,0,0,,14.7,100.8,1031.8,19.3,9.9,,,,,2008-01-20T07:16:47,2008-01-20T17:48:19,0.44,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-21,59.2,46.6,52.1,59.2,41.3,50.2,45.6,79,0.051,100,29.17,rain,0,0,30,15,100,1024.9,99.8,7.4,,,,,2008-01-21T07:16:30,2008-01-21T17:49:11,0.47,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-22,70.8,51.9,61.6,70.8,51.9,61.6,57.4,86.5,0.085,100,58.33,rain,0,0,,14.5,18.8,1021.3,95.1,5.8,,,,,2008-01-22T07:16:12,2008-01-22T17:50:03,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-23,50.7,45.2,48,50.7,40.8,44.7,45,89.3,0.672,100,58.33,rain,0,0,,10.3,16.1,1020.7,100,4.7,,,,,2008-01-23T07:15:52,2008-01-23T17:50:55,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-24,48.1,42,45.7,43.5,34.6,39.9,38.4,76.1,0.35,100,41.67,rain,0,0,,16.3,26.8,1024.7,99.7,8,,,,,2008-01-24T07:15:30,2008-01-24T17:51:48,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-25,46.2,40.2,42.3,41.8,32.6,36.6,36.4,80.3,0.273,100,62.5,rain,0,0,,13.2,45.5,1026.4,100,7.8,,,,,2008-01-25T07:15:07,2008-01-25T17:52:40,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-26,63.8,41.8,50.1,63.8,38.7,49.1,43.6,79.6,0,0,0,,0,0,,6.2,321.9,1024.7,74.5,8.6,,,,,2008-01-26T07:14:43,2008-01-26T17:53:32,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-27,57.8,43.6,47.9,57.8,41.8,47.2,43,84,0.003,100,8.33,rain,0,0,,5.9,90.7,1025.8,69.5,4.6,,,,,2008-01-27T07:14:16,2008-01-27T17:54:24,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-28,72.4,42.9,60.1,72.4,42.9,59.9,54.3,82.2,0,0,0,,0,0,,14.5,159.1,1017.1,89.7,7.4,,,,,2008-01-28T07:13:48,2008-01-28T17:55:16,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-29,77.6,50.5,67.7,77.6,50.5,67.7,50.6,60.7,0.001,100,4.17,rain,0,0,34.8,21.4,273.3,1011.6,80.5,9.8,,,,,2008-01-29T07:13:19,2008-01-29T17:56:08,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-30,54.9,38,47.9,54.9,32.6,45.2,29.7,50.4,0,0,0,,0,0,34.4,18.3,84.9,1018.7,48.8,9.9,,,,,2008-01-30T07:12:48,2008-01-30T17:57:00,0.76,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-01-31,65.7,46.4,58.3,65.7,41.4,57.9,40.7,59.7,0.271,100,25,rain,0,0,37.9,24.1,306.6,1014.2,59.5,7.4,,,,,2008-01-31T07:12:16,2008-01-31T17:57:51,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-01,59.1,34.6,46.6,59.1,32.5,44.5,28.3,51.3,0,0,0,,0,0,,13.5,225.6,1024.3,15.8,9.9,,,,,2008-02-01T07:11:42,2008-02-01T17:58:43,0.83,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-02,72.8,45,59.3,72.8,44.3,59.2,50.7,74.5,0,0,0,,0,0,,12.4,157.3,1019.3,65.4,9.7,,,,,2008-02-02T07:11:07,2008-02-02T17:59:34,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-03,77.6,65,71.1,77.6,65,71.1,65.7,83.7,0.026,100,29.17,rain,0,0,,16.2,174.4,1014.9,96,7.9,,,,,2008-02-03T07:10:30,2008-02-03T18:00:25,0.89,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-04,78.1,69.8,73,78.1,69.8,73,65.9,78.8,0,0,0,,0,0,33.3,17.1,170.9,1011.8,96.9,9,,,,,2008-02-04T07:09:52,2008-02-04T18:01:15,0.92,Overcast,Cloudy skies throughout the day.,cloudy,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-05,78.2,62.2,72.4,78.2,62.2,72.4,64.6,76.7,0.029,100,8.33,rain,0,0,37.9,19,177.2,1008.4,98,9.1,,,,,2008-02-05T07:09:13,2008-02-05T18:02:06,0.95,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-06,62.2,42.2,52,62.2,35.7,50.4,31.3,46.6,0,0,0,,0,0,32.2,18.2,320.3,1018.3,22,9.9,,,,,2008-02-06T07:08:32,2008-02-06T18:02:56,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-07,70.9,40.3,55.3,70.9,39.1,55,35.7,51.4,0,0,0,,0,0,,15.4,253.7,1017.1,8.1,9.9,,,,,2008-02-07T07:07:50,2008-02-07T18:03:46,0.02,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-08,75.2,43.8,59.4,75.2,42.7,59.1,44.4,58.6,0,0,0,,0,0,,17.7,184.4,1014.9,30,9.9,,,,,2008-02-08T07:07:07,2008-02-08T18:04:35,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-09,76.5,57.5,65.5,76.5,57.5,65.5,54.6,69.2,0,0,0,,0,0,,8.9,108.2,1018.6,63.8,9.5,,,,,2008-02-09T07:06:22,2008-02-09T18:05:24,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-10,75.1,57.4,64.3,75.1,57.4,64.3,54,72.4,0.007,100,8.33,rain,0,0,,11.9,112.5,1024.7,48,6.6,,,,,2008-02-10T07:05:36,2008-02-10T18:06:13,0.13,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-11,75.1,55.8,65.1,75.1,55.8,65.1,59.4,82.8,0.114,100,45.83,rain,0,0,48.3,18.4,154.3,1018.2,74.6,7.8,,,,,2008-02-11T07:04:49,2008-02-11T18:07:01,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-12,71.9,50.6,61,71.9,50.6,61,53.1,76.4,0.301,100,29.17,rain,0,0,49.9,15.8,301.7,1012.3,53.2,9.5,,,,,2008-02-12T07:04:01,2008-02-12T18:07:49,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-13,61.5,39.7,49.9,61.5,34.2,47.4,29.5,47.6,0.052,100,4.17,rain,0,0,,15,351.8,1020.1,0,9.9,,,,,2008-02-13T07:03:11,2008-02-13T18:08:37,0.25,Rain,Clear conditions throughout the day with morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-14,70.2,45.4,58.7,70.2,43.4,57.9,48.3,69.5,0,0,0,,0,0,32.2,17.2,148.9,1018.3,48.4,9.9,,,,,2008-02-14T07:02:21,2008-02-14T18:09:24,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-15,71.5,63.1,66.4,71.5,63.1,66.4,62.1,86.1,0.335,100,41.67,rain,0,0,,11.6,103.9,1018.6,99.2,7.5,,,,,2008-02-15T07:01:29,2008-02-15T18:10:11,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-16,72.5,53,68.1,72.5,53,68.1,64.6,88.7,0.84,100,62.5,rain,0,0,41.4,18.3,150.5,1011.1,99.7,5.2,,,,,2008-02-16T07:00:36,2008-02-16T18:10:58,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-17,71.3,51.4,61,71.3,51.4,61,46.1,61.8,0.217,100,16.67,rain,0,0,31.1,15.8,291.2,1009.4,19.1,9.9,,,,,2008-02-17T06:59:42,2008-02-17T18:11:44,0.38,Rain,Clear conditions throughout the day with rain clearing later.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-18,64.7,46.8,55.1,64.7,43.1,54.5,35.7,50.2,0,0,0,,0,0,30,16.4,28.2,1020.4,11.5,9.9,,,,,2008-02-18T06:58:47,2008-02-18T18:12:30,0.41,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-19,65.8,44.4,55.6,65.8,44.4,55.6,40.4,58.5,0,0,0,,0,0,,11.9,117.1,1024.2,55.1,9.9,,,,,2008-02-19T06:57:52,2008-02-19T18:13:15,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-20,73.2,56.5,65,73.2,56.5,65,59.7,83.3,1.355,100,41.67,rain,0,0,33.3,11.1,116.1,1016.2,96.3,8,,,,,2008-02-20T06:56:55,2008-02-20T18:14:00,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-21,75.8,66,70.2,75.8,66,70.2,67,89.8,0.258,100,41.67,rain,0,0,,9.7,188.1,1009.5,95.9,3.8,,,,,2008-02-21T06:55:57,2008-02-21T18:14:45,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-22,63.1,49.9,56.8,63.1,46.7,56.6,48.9,75.5,0.005,100,4.17,rain,0,0,,12.1,350.2,1013.3,59.6,9.2,,,,,2008-02-22T06:54:58,2008-02-22T18:15:29,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-23,69.9,44.1,55.3,69.9,41.3,53.9,47.6,76.7,0.001,100,4.17,rain,0,0,,13.1,111.5,1017.1,45.9,8,,,,,2008-02-23T06:53:59,2008-02-23T18:16:12,0.58,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-24,81.8,58.1,67.5,80,58.1,67.2,50.8,62.8,0,0,0,,0,0,,11.4,320.3,1018.4,23.9,6.6,,,,,2008-02-24T06:52:58,2008-02-24T18:16:56,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-25,79.9,53,66,79.9,53,66,58,76.3,0.004,100,12.5,rain,0,0,35.6,17.1,193.6,1011.9,53.4,7.5,,,,,2008-02-25T06:51:57,2008-02-25T18:17:39,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-26,71,47.7,59.1,71,42.2,58.9,36.2,43.9,0.007,100,8.33,rain,0,0,35.2,23.6,342.3,1019,34.7,9.6,,,,,2008-02-26T06:50:55,2008-02-26T18:18:21,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-27,61.3,37.3,49.3,61.3,34,47.5,23.9,39.9,0,0,0,,0,0,,8.6,320.7,1026.9,2.3,9.9,,,,,2008-02-27T06:49:52,2008-02-27T18:19:04,0.71,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-28,71.2,44,58.5,71.2,42,57.9,44.6,61,0,0,0,,0,0,33.3,18.1,174.3,1021.6,34.2,9.9,,,,,2008-02-28T06:48:49,2008-02-28T18:19:46,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-02-29,76.3,60.1,67.2,76.3,60.1,67.2,56.4,69.5,0,0,0,,0,0,,14.4,154.4,1021.5,70.1,9.8,,,,,2008-02-29T06:47:45,2008-02-29T18:20:27,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-01,77.7,59.3,67.1,77.7,59.3,67.1,58.4,76.1,0.002,100,4.17,rain,0,0,,13.5,137.3,1023.2,47.8,7.6,,,,,2008-03-01T06:46:40,2008-03-01T18:21:08,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-02,74.9,61.7,69.1,74.9,61.7,69.1,62.5,79.9,0.017,100,16.67,rain,0,0,36.2,21.4,156.6,1013.6,69.5,8.9,,,,,2008-03-02T06:45:34,2008-03-02T18:21:49,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-03,71.7,44,61.3,71.7,35.6,59.5,53.9,76.9,0.312,100,25,rain,0,0,47.2,21.4,250.1,1009.8,95.5,8.9,,,,,2008-03-03T06:44:28,2008-03-03T18:22:30,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-04,62.9,38.4,49.7,62.9,31.5,46.7,28.6,47.7,0,0,0,,0,0,33.3,18.5,292.3,1017.1,3.6,9.9,,,,,2008-03-04T06:43:21,2008-03-04T18:23:10,0.9,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-05,71.4,42.5,57.7,71.4,41.7,57.4,41.6,57.8,0,0,0,,0,0,,13,156.1,1014.3,6.6,9.9,,,,,2008-03-05T06:42:14,2008-03-05T18:23:50,0.94,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-06,69.9,45.8,58.7,69.9,39.3,57.3,53.8,84.3,0.996,100,37.5,rain,0,0,36.1,17.8,64.7,1011.7,80.1,8,,,,,2008-03-06T06:41:06,2008-03-06T18:24:29,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72252712976,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-07,53.5,38.9,45.1,53.5,29.4,40.2,33.4,65.7,0,0,0,,0,0,42.4,25.3,322.5,1017.6,71.4,9.6,,,,,2008-03-07T06:39:58,2008-03-07T18:25:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-08,61.8,38.6,48.9,61.8,34.4,47.4,29.2,50.6,0,0,0,,0,0,,9.4,0.5,1022.3,7.6,9.9,,,,,2008-03-08T06:38:49,2008-03-08T18:25:47,0.04,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-09,71.5,46.7,59.4,71.5,44.7,58.8,48.7,69.1,0,0,0,,0,0,31.1,18.4,123.1,1021.6,53.5,9.8,,,,,2008-03-09T07:37:40,2008-03-09T19:26:26,0.07,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-10,68.2,54.6,59.7,68.2,54.6,59.7,54,81.7,0.696,100,41.67,rain,0,0,34.7,17.3,58.9,1023.4,89.3,9,,,,,2008-03-10T07:36:30,2008-03-10T19:27:04,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-11,68.4,53.2,58.6,68.4,53.2,58.6,48.2,71.2,0.062,100,16.67,rain,0,0,,11.7,357.1,1023.1,54.7,9.5,,,,,2008-03-11T07:35:20,2008-03-11T19:27:42,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-12,73.9,46.6,59,73.9,46.6,59,46.4,67.9,0,0,0,,0,0,,9.5,189.8,1018.9,19.8,7.7,,,,,2008-03-12T07:34:10,2008-03-12T19:28:20,0.18,Clear,Clear conditions throughout the day.,clear-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-13,73.5,52.5,64,73.5,52.5,64,57.3,79.7,0.007,100,8.33,rain,0,0,,14,165.8,1011.7,79.7,8.8,,,,,2008-03-13T07:33:00,2008-03-13T19:28:58,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-14,86.8,68.3,73.9,86.4,68.3,74,64.4,74.4,0,0,0,,0,0,,16,200.1,1005.4,62.9,8.4,,,,,2008-03-14T07:31:49,2008-03-14T19:29:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
"Houston,TX",2008-03-15,88.8,61.8,73.7,85.1,61.8,72.7,52,55.9,0.001,100,4.17,rain,0,0,,13,336.1,1005.7,11.9,7.7,,,,,2008-03-15T07:30:38,2008-03-15T19:30:13,0.28,Rain,Clear conditions throughout the day with morning rain.,rain,"72254312977,72242953910,72242712975,72244453902,72244012918,72243012960"
